,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,ren,age
94,700000.0,3,1.5,1580,5000,1.0,3,8,1290,0.0,98117,47.687,-122.386,1570,4500,0,76
95,905000.0,4,2.5,3300,10250,1.0,3,7,2390,1991.0,98040,47.5873,-122.249,1950,6045,1,69
96,247500.0,3,1.75,1960,15681,1.0,3,7,1960,0.0,98032,47.3576,-122.277,1750,15616,0,48
97,199000.0,4,1.5,1160,6400,1.0,4,7,1160,0.0,98023,47.3036,-122.378,1160,6400,0,40
98,314000.0,3,1.75,1810,41800,1.0,5,7,1210,0.0,98038,47.4109,-121.958,1650,135036,0,35
100,850830.0,3,2.5,2070,13241,1.5,5,9,1270,0.0,98102,47.6415,-122.315,2200,4500,0,105
101,555000.0,3,2.0,1980,3478,1.5,4,7,1440,0.0,98117,47.6775,-122.372,1610,3478,0,86
102,699950.0,3,2.25,2190,107593,2.0,4,8,2190,0.0,98077,47.7731,-122.08,2570,47777,0,32
103,1090000.0,3,2.5,2920,8113,2.0,3,8,2920,2010.0,98004,47.5814,-122.196,2370,8113,1,65
104,290000.0,3,1.0,1210,33919,1.0,3,7,1210,0.0,98058,47.4375,-122.184,1640,14910,0,61
106,460000.0,3,1.0,1670,4005,1.5,4,7,1170,0.0,98117,47.6878,-122.38,1240,4005,0,76
107,188500.0,2,1.75,1240,2493,1.0,4,8,1240,0.0,98198,47.3813,-122.322,1270,4966,0,30
109,470000.0,5,1.75,2030,12342,2.0,4,7,2030,0.0,98052,47.6417,-122.109,2500,9433,0,73
111,570000.0,3,1.75,1260,3328,1.0,5,6,700,0.0,98103,47.6823,-122.349,1380,3536,0,110
112,272500.0,3,1.75,1540,12600,1.0,4,7,1160,0.0,98038,47.3624,-122.031,1540,11656,0,35
113,329950.0,3,1.75,2080,5969,1.0,3,7,1080,0.0,98108,47.5474,-122.295,2090,5500,0,44
117,205425.0,2,1.0,880,6780,1.0,4,6,880,0.0,98178,47.5009,-122.248,1190,6780,0,70
118,171800.0,4,2.0,1570,9600,1.0,3,6,1570,0.0,98168,47.4965,-122.303,1880,9000,0,65
119,535000.0,4,1.0,1610,2982,1.5,4,7,1610,0.0,98144,47.587,-122.294,1610,4040,0,90
120,660000.0,3,2.5,2400,6474,1.0,3,8,1560,0.0,98177,47.7728,-122.386,2340,10856,0,51
122,395000.0,2,1.0,770,6000,1.0,3,6,770,0.0,98117,47.6999,-122.364,1710,6000,0,62
123,445000.0,4,1.75,2100,4400,1.5,5,7,1720,0.0,98118,47.5299,-122.266,1850,4400,0,91
125,1450000.0,4,2.75,2750,17789,1.5,3,8,1980,1992.0,98004,47.6141,-122.212,3060,11275,1,101
126,445000.0,3,2.25,2100,8201,1.0,3,8,1620,0.0,98178,47.5091,-122.244,2660,8712,0,48
136,220000.0,4,1.75,2020,7840,1.0,3,7,1010,0.0,98003,47.3309,-122.299,1750,8140,0,47
138,382500.0,2,1.0,1190,4440,1.0,3,6,1190,0.0,98125,47.7135,-122.287,1060,5715,0,34
140,665000.0,2,1.0,1110,3200,1.0,3,7,1110,0.0,98119,47.6338,-122.358,1170,3600,0,90
142,205000.0,3,1.0,1610,8579,1.0,4,7,1010,0.0,98058,47.4563,-122.171,1610,8579,0,53
144,500000.0,4,2.25,2030,8517,1.0,4,8,1380,0.0,98006,47.5495,-122.174,2230,8824,0,54
146,890000.0,4,1.0,2550,4000,2.0,3,8,2370,0.0,98109,47.6354,-122.353,2200,4000,0,110
148,258000.0,5,2.0,2260,12500,1.0,4,8,1130,0.0,98032,47.3887,-122.286,1360,18000,0,55
149,511000.0,3,1.0,1430,3455,1.0,3,7,980,0.0,98103,47.6873,-122.336,1450,4599,0,68
151,560000.0,3,1.0,1110,5000,1.5,3,7,1110,0.0,98107,47.655,-122.359,1420,5000,0,68
152,282950.0,3,1.0,1250,8200,1.0,4,7,1250,0.0,98003,47.3255,-122.304,1680,8633,0,61
154,350000.0,1,1.0,700,5100,1.0,3,7,700,0.0,98115,47.679,-122.3,1010,5100,0,73
155,215000.0,3,1.0,1180,7669,1.0,4,7,1180,0.0,98058,47.4479,-122.176,1190,7669,0,48
157,320000.0,4,2.75,2640,7500,1.0,3,8,1620,0.0,98023,47.3135,-122.369,1980,7875,0,48
158,247000.0,3,2.0,1270,7198,1.5,3,7,1270,2013.0,98022,47.2086,-121.996,1160,7198,1,99
159,320000.0,4,1.75,1760,11180,1.0,4,8,1760,0.0,98059,47.4715,-122.118,1730,11180,0,47
160,255000.0,5,2.25,2060,8632,1.0,3,7,1030,0.0,98146,47.4877,-122.335,1010,11680,0,53
161,438000.0,3,1.75,1780,9660,1.0,3,7,1780,0.0,98034,47.7171,-122.193,1200,9660,0,53
163,441000.0,3,2.75,1910,7280,1.0,3,7,1160,0.0,98034,47.7319,-122.224,1710,8152,0,36
164,420000.0,3,2.0,2020,38332,1.0,4,7,1010,0.0,98027,47.4582,-122.023,2110,36590,0,40
165,370000.0,3,1.75,1580,7000,1.0,3,7,1180,0.0,98034,47.7209,-122.168,1640,7500,0,39
166,269950.0,2,1.75,1340,7250,1.0,5,5,700,0.0,98198,47.408,-122.327,1830,9750,0,66
168,653000.0,3,2.5,2680,9750,1.0,4,8,1610,0.0,98034,47.7028,-122.231,2480,8750,0,36
169,371500.0,3,2.0,1370,8336,1.0,5,7,1370,0.0,98133,47.7458,-122.331,1770,7288,0,51
170,284000.0,3,1.75,1560,21000,1.0,3,7,1560,0.0,98166,47.4776,-122.337,1070,7920,0,61
172,313000.0,3,1.5,1340,7912,1.5,3,7,1340,0.0,98133,47.7658,-122.339,1480,7940,0,60
173,917500.0,4,2.5,3880,35003,2.0,3,10,2570,0.0,98033,47.6477,-122.182,3740,35230,0,31
174,673000.0,4,2.25,2590,8190,2.0,4,8,2590,0.0,98006,47.5619,-122.125,2260,8335,0,35
178,269950.0,3,1.5,1950,7560,1.0,4,7,1320,0.0,98022,47.1976,-121.999,1950,8941,0,40
179,330000.0,2,1.0,1350,8220,1.0,3,7,1060,0.0,98177,47.7224,-122.358,1540,8280,0,66
181,470000.0,4,3.0,2380,5125,1.5,4,7,1680,0.0,98126,47.5384,-122.376,1410,5375,0,90
186,269000.0,4,1.75,1490,10000,1.0,4,8,1100,0.0,98023,47.3099,-122.379,2190,8910,0,46
189,585188.0,3,2.25,2230,10026,1.0,3,8,1430,0.0,98052,47.6647,-122.153,2230,9340,0,40
191,166950.0,3,1.0,1190,8820,1.0,3,6,1190,0.0,98058,47.4616,-122.184,1230,7980,0,56
192,799000.0,3,2.5,2140,9897,1.0,4,8,2140,0.0,98040,47.5505,-122.219,2680,10083,0,56
193,400000.0,3,2.5,2180,7508,1.0,4,7,1420,0.0,98133,47.7606,-122.336,1900,7818,0,53
194,230000.0,3,1.0,1060,10228,1.0,3,7,1060,0.0,98155,47.7481,-122.3,1570,10228,0,67
196,423000.0,4,2.0,1970,6480,1.5,5,7,1130,0.0,98108,47.5511,-122.312,1500,6480,0,95
199,385000.0,3,1.75,1350,155073,1.0,4,7,1350,0.0,98038,47.4058,-121.994,1560,50965,0,46
200,210000.0,3,1.0,860,11725,1.0,4,6,860,0.0,98056,47.5093,-122.184,1300,9514,0,72
202,470000.0,3,1.0,1010,5000,1.0,3,7,1010,0.0,98107,47.675,-122.394,1680,5000,0,63
203,226500.0,3,1.5,1300,7370,1.0,4,7,900,0.0,98023,47.3025,-122.37,1430,7500,0,39
204,274250.0,3,1.0,910,8450,1.0,4,6,910,0.0,98059,47.4787,-122.158,1400,8040,0,53
208,180250.0,2,0.75,900,9600,1.0,3,6,900,0.0,98166,47.4604,-122.339,1250,14280,0,74
209,464000.0,6,3.0,2300,3404,2.0,3,7,1600,1994.0,98133,47.7067,-122.343,1560,1312,1,95
212,592500.0,4,2.5,2240,12032,1.0,3,9,2240,0.0,98074,47.6143,-122.017,2520,12368,0,32
214,477000.0,4,2.75,1720,6270,2.0,3,8,1720,0.0,98118,47.5458,-122.268,2130,8700,0,37
215,280000.0,2,1.0,850,16400,1.0,3,6,850,0.0,98168,47.4889,-122.299,1100,14459,0,92
216,1510000.0,5,3.0,3300,33474,1.0,3,9,1870,1991.0,98040,47.5673,-122.21,3836,20953,1,58
218,1070000.0,2,2.25,3900,14864,1.0,3,8,1950,0.0,98144,47.5884,-122.291,2580,5184,0,68
219,467000.0,2,1.5,1320,10800,1.0,4,8,1320,0.0,98177,47.7145,-122.367,2120,12040,0,68
221,279950.0,3,2.0,1750,9750,1.0,3,7,1350,0.0,98198,47.398,-122.299,1900,10125,0,54
223,325000.0,3,2.25,2220,16020,1.0,4,8,1780,0.0,98030,47.3758,-122.217,2080,9583,0,49
227,264950.0,4,2.25,1720,9753,1.0,4,7,1120,0.0,98023,47.2922,-122.371,1510,9753,0,37
228,235000.0,3,1.0,1430,15246,1.0,4,7,980,0.0,98031,47.4075,-122.214,1960,13068,0,54
230,655000.0,2,1.75,1450,15798,2.0,3,7,1230,1978.0,98166,47.4497,-122.375,2030,13193,1,100
231,500000.0,4,2.75,2280,15347,1.0,5,7,2280,0.0,98059,47.5218,-122.164,2280,15347,0,55
232,315000.0,6,2.75,2940,7350,1.0,3,8,1780,0.0,98023,47.3103,-122.339,2120,8236,0,37
233,213000.0,2,1.0,1000,10200,1.0,3,6,1000,0.0,98024,47.5687,-121.899,1150,13702,0,54
235,1030000.0,5,4.0,3760,28040,2.0,3,10,3760,0.0,98033,47.6489,-122.183,3430,35096,0,32
236,416000.0,3,2.0,2220,94300,1.0,5,7,1640,0.0,98010,47.3459,-121.95,2070,80100,0,39
237,410000.0,4,1.0,1970,4740,1.5,3,7,1670,2005.0,98122,47.6136,-122.303,1510,4740,1,111
239,472000.0,6,2.5,4410,14034,1.0,4,9,2350,0.0,98003,47.3376,-122.324,2600,13988,0,50
240,225000.0,3,1.75,1430,8505,1.0,4,7,1430,0.0,98003,47.3173,-122.319,1190,8640,0,47
241,210000.0,2,1.0,830,6000,1.0,3,6,830,0.0,98126,47.5308,-122.376,830,4960,0,75
242,455000.0,2,1.0,1430,5000,1.5,2,7,1430,0.0,98115,47.6727,-122.299,1450,3750,0,90
243,225000.0,3,1.0,1300,8316,1.0,4,6,1300,0.0,98002,47.3221,-122.216,1260,8316,0,61
244,480000.0,2,1.0,1030,3060,1.0,4,7,790,0.0,98103,47.6779,-122.353,1390,3060,0,97
247,181000.0,2,1.5,720,5120,1.0,3,6,720,0.0,98106,47.5218,-122.357,1150,2566,0,61
249,481000.0,3,1.75,1560,3000,1.0,4,6,770,0.0,98103,47.6846,-122.345,1390,3000,0,97
250,260000.0,3,2.0,1810,7209,1.0,4,7,1240,0.0,98032,47.3656,-122.278,1750,7209,0,37
253,349500.0,3,1.0,1400,3538,1.0,3,7,800,0.0,98118,47.5405,-122.27,1620,6331,0,62
255,592500.0,2,2.0,1420,9191,1.5,5,7,1420,0.0,98115,47.6979,-122.32,1420,6816,0,87
256,385000.0,4,1.75,2360,7620,1.0,4,7,1180,0.0,98106,47.5278,-122.345,1910,7620,0,60
257,315000.0,3,1.75,1580,11455,1.0,4,7,1200,0.0,98059,47.4756,-122.147,1550,10650,0,41
261,237000.0,3,1.75,1270,8470,1.0,4,7,1270,0.0,98198,47.4207,-122.29,1600,8470,0,55
262,525000.0,3,2.25,2100,40510,2.0,3,10,1320,0.0,98074,47.6154,-122.047,2380,33450,0,36
263,425000.0,2,1.0,770,5040,1.0,3,5,770,0.0,98144,47.5964,-122.299,1330,2580,0,85
264,369900.0,1,0.75,760,10079,1.0,5,5,760,0.0,98070,47.4683,-122.438,1230,14267,0,79
266,285000.0,3,1.0,1120,10701,1.0,3,7,1120,0.0,98106,47.5544,-122.358,1130,6350,0,61
267,415000.0,2,1.0,1070,4500,1.0,3,7,1070,0.0,98115,47.6802,-122.29,1320,4465,0,78
268,272500.0,3,2.5,2070,9900,1.0,3,8,1420,0.0,98023,47.2988,-122.371,2070,8250,0,36
271,436000.0,2,1.0,1040,7538,1.0,4,7,1040,0.0,98133,47.7107,-122.352,1440,7530,0,76
272,210000.0,3,1.0,1700,11390,1.0,4,7,1700,0.0,98003,47.3271,-122.323,1350,8164,0,48
274,331000.0,3,1.75,1080,1306,1.0,3,7,580,2003.0,98199,47.6601,-122.4,1440,2225,1,61
279,405000.0,3,1.75,2390,6000,1.0,3,6,1240,0.0,98118,47.5362,-122.268,2020,6000,0,107
281,170000.0,2,1.0,860,5265,1.0,3,6,860,0.0,98178,47.5048,-122.272,1650,8775,0,84
286,467000.0,5,2.25,2500,13500,1.0,3,7,1850,0.0,98072,47.7564,-122.144,2300,9750,0,36
288,675000.0,5,2.25,2900,10300,1.0,3,8,1450,0.0,98006,47.5461,-122.151,2310,10300,0,30
289,500000.0,2,1.0,1640,14100,1.0,4,7,1140,0.0,98006,47.5712,-122.143,1520,13527,0,61
290,389999.0,4,2.5,1890,15770,2.0,4,7,1890,0.0,98166,47.4281,-122.343,2410,15256,0,47
291,630000.0,4,1.75,2950,9025,1.0,4,8,1780,0.0,98034,47.7128,-122.223,2120,9600,0,40
294,550000.0,3,2.0,1970,4166,2.0,5,8,1270,0.0,98126,47.5717,-122.375,2390,4166,0,86
298,404000.0,3,1.5,2030,8880,1.0,3,7,1330,0.0,98108,47.5586,-122.311,2140,5592,0,52
299,267500.0,3,1.75,1590,11914,1.0,3,7,1090,0.0,98188,47.4427,-122.274,1630,9052,0,58
302,576000.0,3,2.5,1940,9000,1.0,4,7,970,0.0,98117,47.6933,-122.393,2190,7310,0,67
304,315000.0,3,2.25,2200,8750,1.0,4,7,1120,0.0,98166,47.476000000000006,-122.337,1460,10139,0,51
305,725000.0,3,1.75,1920,3300,1.0,4,8,960,0.0,98112,47.6239,-122.298,1740,4000,0,102
306,550000.0,4,2.75,1800,7750,1.0,4,8,1400,0.0,98177,47.7776,-122.384,1800,8275,0,50
308,550700.0,2,1.0,1010,5000,1.5,4,6,1010,0.0,98105,47.6692,-122.297,1460,5000,0,107
309,665000.0,4,2.75,3320,10574,2.0,5,8,2220,0.0,98056,47.5376,-122.18,2720,8330,0,55
311,201000.0,5,1.75,1660,78408,1.5,3,6,1660,0.0,98065,47.529,-121.837,1660,78408,0,100
315,305000.0,4,2.25,1950,7700,1.0,3,8,1350,0.0,98058,47.4441,-122.125,2150,7350,0,36
316,487000.0,3,2.0,2590,14052,1.0,5,8,1720,0.0,98133,47.7357,-122.333,1570,8162,0,67
319,268750.0,4,1.0,800,8775,1.0,3,6,800,0.0,98166,47.48,-122.336,1310,8775,0,72
321,520000.0,3,2.25,2030,16200,2.0,3,8,2030,0.0,98027,47.5162,-122.057,2660,17958,0,31
323,240000.0,3,1.75,1510,10248,1.0,3,7,1510,0.0,98023,47.2929,-122.371,1510,9753,0,46
324,232000.0,2,1.0,1240,12092,1.0,3,6,960,1984.0,98146,47.4957,-122.352,1820,7460,1,93
325,240500.0,2,1.0,1240,12092,1.0,3,6,960,1984.0,98146,47.4957,-122.352,1820,7460,1,93
328,186375.0,3,1.0,1000,7636,1.0,2,7,1000,0.0,98166,47.472,-122.344,1150,7600,0,63
329,790000.0,3,2.25,2370,10289,1.0,4,9,1590,0.0,98005,47.592,-122.166,2500,10004,0,38
330,880000.0,4,3.5,2800,6750,2.0,3,9,1890,2002.0,98105,47.669,-122.275,2370,6120,1,64
331,279000.0,6,1.75,2240,11180,2.0,4,7,2240,0.0,98198,47.42,-122.323,1590,7955,0,60
333,640000.0,2,1.0,1070,5000,1.0,3,7,1070,0.0,98103,47.6666,-122.331,1710,5000,0,91
337,791500.0,4,2.0,1510,3500,1.5,5,7,1510,0.0,98103,47.6794,-122.357,1820,3750,0,104
339,245000.0,3,1.75,1740,11547,1.0,3,7,1740,0.0,98178,47.4945,-122.22,880,78408,0,61
340,485000.0,4,1.75,2560,43995,2.0,4,7,2560,0.0,98052,47.6945,-122.093,2560,14764,0,53
342,425000.0,3,1.75,2500,6840,1.0,3,8,1300,0.0,98125,47.7222,-122.32,1580,8691,0,58
345,165000.0,4,1.0,1000,7134,1.0,3,6,1000,0.0,98178,47.4897,-122.24,1020,7138,0,72
347,320000.0,2,1.0,1070,32633,1.0,4,6,1070,0.0,98059,47.4716,-122.078,1360,32156,0,85
349,387000.0,4,1.75,2500,7690,1.0,3,7,1250,0.0,98155,47.7713,-122.307,2040,8646,0,42
350,299000.0,1,0.75,560,12120,1.0,3,4,560,0.0,98014,47.675,-121.854,1300,19207,0,48
351,855000.0,4,2.75,2270,10460,2.0,3,9,2270,0.0,98040,47.5603,-122.222,2610,10180,0,50
352,315000.0,3,1.0,1900,14400,1.0,4,7,1300,0.0,98166,47.4147,-122.337,1940,14400,0,61
353,437500.0,2,1.0,990,3120,1.0,5,7,790,0.0,98103,47.68,-122.353,1930,3120,0,108
354,252000.0,4,1.5,1550,19800,1.0,4,7,1050,0.0,98001,47.3117,-122.27,1640,22654,0,46
355,375000.0,4,1.75,2200,7475,1.0,5,7,1100,0.0,98118,47.543,-122.28,1600,5766,0,60
357,420000.0,4,1.0,1750,9600,1.5,4,7,1750,0.0,98006,47.5759,-122.137,1750,10530,0,61
358,900000.0,3,1.0,1330,77972,1.0,3,7,1330,1954.0,98033,47.6891,-122.159,1340,17689,1,87
361,380000.0,5,2.5,2760,11340,2.0,4,9,2760,0.0,98059,47.4769,-122.141,2470,11340,0,37
364,795000.0,5,2.5,3040,9570,1.0,4,8,1640,0.0,98006,47.5651,-122.164,2920,8800,0,49
371,315000.0,4,2.25,2180,10754,1.0,5,7,1100,0.0,98133,47.7711,-122.341,1810,6929,0,61
372,530000.0,4,2.25,2180,10754,1.0,5,7,1100,0.0,98133,47.7711,-122.341,1810,6929,0,61
378,595000.0,4,2.0,2020,2849,2.0,3,7,2020,0.0,98115,47.6831,-122.329,1910,3120,0,55
379,435000.0,3,1.5,1300,3348,1.5,3,7,1300,2014.0,98144,47.592,-122.307,1590,2577,1,111
380,270000.0,2,1.5,1380,209959,1.0,1,6,1380,0.0,98011,47.7461,-122.195,3130,19868,0,61
383,560000.0,4,2.25,2550,7800,1.0,3,8,1580,0.0,98052,47.6283,-122.095,2420,8050,0,47
385,799000.0,4,2.25,2510,11585,2.0,4,8,2510,0.0,98040,47.5483,-122.226,2450,9691,0,46
386,365500.0,3,2.0,1410,9600,1.0,4,7,1410,0.0,98072,47.7591,-122.146,1410,9600,0,32
387,252350.0,3,2.0,1650,7352,1.0,3,7,1160,0.0,98058,47.4612,-122.169,1710,7350,0,36
390,345000.0,4,1.0,1550,7620,1.5,3,7,1550,0.0,98106,47.5287,-122.35,1450,7620,0,58
391,490000.0,3,2.75,1980,3128,2.0,4,9,1980,0.0,98008,47.6109,-122.114,1950,2856,0,36
393,927000.0,4,2.75,3300,12090,2.0,3,8,3300,0.0,98004,47.6294,-122.218,3180,12239,0,62
394,1120000.0,4,2.5,3840,16619,2.0,4,10,3840,0.0,98040,47.5634,-122.213,3600,16553,0,32
395,330000.0,2,1.0,1220,10000,1.0,5,7,1220,0.0,98028,47.7405,-122.241,2000,9600,0,65
396,530000.0,5,2.25,2720,8800,1.0,4,7,1500,0.0,98008,47.5976,-122.118,2110,8800,0,57
397,365000.0,4,2.0,1940,25600,1.0,1,8,1940,0.0,98006,47.5722,-122.129,2000,10071,0,53
398,378750.0,3,2.5,2160,3000,1.5,3,7,1260,2011.0,98118,47.5644,-122.289,1060,3500,1,106
399,269900.0,4,1.75,1530,8750,1.5,4,7,1530,0.0,98058,47.4556,-122.157,1390,8750,0,47
401,360000.0,4,1.75,3730,16980,1.0,4,7,2150,0.0,98022,47.1775,-122.022,1880,16963,0,41
402,352000.0,2,1.0,940,5000,1.0,4,7,940,0.0,98117,47.6879,-122.385,1560,4500,0,78
414,339000.0,4,1.5,2390,7480,1.5,3,7,2390,0.0,98178,47.504,-122.227,2850,6867,0,95
415,570000.0,3,1.75,2910,37461,1.0,4,7,1530,0.0,98052,47.7015,-122.164,2520,18295,0,48
416,563500.0,4,1.75,2085,174240,1.0,3,7,1610,0.0,98024,47.5753,-121.95,2690,174240,0,51
417,423000.0,4,2.25,2200,9351,1.0,5,7,1290,0.0,98133,47.7448,-122.333,1910,8660,0,53
420,482000.0,2,1.0,950,3960,1.0,3,7,950,0.0,98103,47.6885,-122.337,1320,4050,0,74
421,625000.0,3,1.75,1600,9135,1.0,5,7,1600,0.0,98006,47.5724,-122.179,1580,9800,0,60
423,380000.0,3,2.5,2280,10255,2.0,4,8,2280,0.0,98058,47.4334,-122.161,2310,10094,0,30
424,375000.0,2,1.0,940,5120,1.0,3,7,940,0.0,98122,47.6073,-122.308,1300,5120,0,106
428,397000.0,4,2.0,1440,7680,1.0,3,7,1200,0.0,98034,47.7245,-122.2,1460,9660,0,44
432,1000000.0,4,2.5,2610,3277,1.5,5,8,1920,0.0,98103,47.6636,-122.33,1810,3277,0,93
435,749000.0,4,2.5,1710,9627,1.0,3,9,1440,2014.0,98006,47.559,-122.164,2140,9131,1,39
436,722500.0,5,2.5,4870,11800,2.0,3,10,3470,0.0,98074,47.633,-122.041,3180,11398,0,32
439,578000.0,3,1.75,2120,10875,1.0,3,8,1540,0.0,98146,47.504,-122.382,2460,11760,0,38
440,227950.0,3,1.5,1670,8230,1.0,5,7,1670,0.0,98001,47.2613,-122.255,2077,4910,0,61
441,196000.0,3,2.25,2070,11576,2.0,3,7,2070,0.0,98001,47.3417,-122.271,1890,7519,0,41
442,641000.0,2,1.0,1420,5332,1.0,3,8,1070,0.0,98105,47.6694,-122.275,2400,5406,0,62
