,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,ren,age
5175,835000.0,3,2.25,2520,6690,2.0,5,8,1700,1990.0,98126,47.5705,-122.381,1990,5792,1,71
19006,346500.0,3,1.0,1150,11802,1.0,4,7,1150,1958.0,98106,47.5624,-122.361,1880,6082,1,83
4914,620000.0,5,3.0,2540,11422,1.0,3,8,1270,2014.0,98006,47.5459,-122.176,2090,10741,1,53
4681,765000.0,3,2.5,2300,9752,2.0,3,8,2300,2003.0,98075,47.5825,-122.076,2640,10764,1,47
16953,465000.0,3,1.75,1410,6886,1.0,3,7,1410,2013.0,98133,47.7183,-122.353,1410,6561,1,91
14364,585000.0,3,2.5,2330,33750,2.0,3,9,2330,2001.0,98045,47.4787,-121.723,2270,35000,1,32
10940,675000.0,2,1.75,2140,5000,1.0,3,7,1000,1991.0,98112,47.6284,-122.291,2250,4000,1,85
5090,420000.0,2,1.75,1200,3136,1.0,3,7,800,2005.0,98122,47.6132,-122.297,1330,3164,1,111
9147,450000.0,4,2.75,2900,6400,2.0,3,7,2040,1970.0,98136,47.5563,-122.393,1340,6144,1,104
19387,850000.0,5,3.5,3150,4120,2.0,3,8,2460,2007.0,98115,47.6754,-122.315,2080,4160,1,104
7089,411500.0,5,3.0,2420,7740,1.0,5,7,1360,1969.0,98106,47.536,-122.358,1840,6780,1,86
15364,382500.0,3,2.0,1150,6249,1.0,3,7,1150,2006.0,98155,47.7489,-122.284,2470,7751,1,63
274,331000.0,3,1.75,1080,1306,1.0,3,7,580,2003.0,98199,47.6601,-122.4,1440,2225,1,61
18461,263700.0,3,1.0,1200,6561,1.0,3,6,1200,1968.0,98177,47.7763,-122.36,1340,9450,1,65
6423,330000.0,3,1.75,1850,14986,2.0,3,6,1850,2005.0,98059,47.4837,-122.148,2660,10650,1,72
12447,1900000.0,6,4.0,3020,13237,2.0,3,8,2840,1983.0,98144,47.5924,-122.287,3680,12620,1,73
14825,160000.0,3,1.0,1210,103237,1.0,2,6,1210,1960.0,98070,47.4208,-122.445,1880,40510,1,97
9420,327000.0,2,1.0,1140,7435,1.0,3,7,1140,1990.0,98125,47.73,-122.31,1320,9385,1,63
2273,610000.0,4,2.25,1660,7350,1.0,3,8,1660,2014.0,98008,47.6263,-122.124,1790,7455,1,50
12487,375950.0,3,1.75,1480,7560,1.0,3,6,1100,1985.0,98117,47.6985,-122.364,1510,7250,1,95
16669,420000.0,4,2.75,2400,20000,1.0,3,8,1170,2015.0,98058,47.4556,-122.087,1690,20000,1,54
18560,476000.0,4,3.0,2890,6885,1.0,3,7,1590,2015.0,98115,47.6763,-122.282,2180,6885,1,70
18301,329000.0,4,2.5,1600,6765,1.0,3,7,830,2011.0,98106,47.5469,-122.365,1600,8942,1,68
17327,1200000.0,5,4.0,2710,2800,3.0,3,10,2380,2008.0,98119,47.6346,-122.364,1530,3600,1,41
8560,509250.0,2,1.5,1480,3120,1.0,3,7,930,2007.0,98105,47.6684,-122.323,1000,3780,1,101
10695,925500.0,3,2.75,1970,5200,1.5,3,8,1970,2002.0,98136,47.5374,-122.388,2140,5200,1,100
17514,160000.0,2,1.0,1020,13647,1.0,5,6,1020,1974.0,98022,47.2848,-121.927,980,8250,1,100
8858,310000.0,2,1.0,870,5400,1.0,3,6,870,2007.0,98126,47.52,-122.374,990,5200,1,65
7362,295000.0,3,1.75,1940,7500,1.5,4,8,1940,1985.0,98022,47.2062,-121.993,1650,7500,1,97
18597,460000.0,3,2.5,1690,5131,1.0,3,7,1690,1998.0,98126,47.5234,-122.38,860,5137,1,74
15032,905000.0,4,2.25,2240,5000,2.0,3,8,1770,2014.0,98122,47.6027,-122.295,2120,5000,1,115
18190,818000.0,3,3.25,2200,4800,2.0,3,7,1910,1996.0,98103,47.6551,-122.353,1410,4800,1,72
2293,585000.0,5,2.75,2350,4178,1.5,3,8,1520,2015.0,98112,47.6388,-122.3,1920,4178,1,93
1952,550000.0,3,2.25,2160,15360,1.0,3,8,1410,2000.0,98007,47.6232,-122.138,2180,8480,1,50
926,420000.0,3,1.5,2390,4600,2.0,3,8,1750,1995.0,98118,47.5383,-122.268,1690,5220,1,95
8507,999000.0,7,4.0,3150,34830,1.0,3,9,3150,2005.0,98007,47.6029,-122.147,2390,12054,1,58
12367,800000.0,4,3.5,2370,3302,2.0,3,8,1610,2014.0,98103,47.684,-122.341,2170,3800,1,89
9882,679000.0,3,2.5,1780,4320,2.0,4,8,1780,1986.0,98115,47.6809,-122.293,1690,4952,1,85
11108,446000.0,4,2.0,2280,43692,1.0,3,7,1140,1984.0,98038,47.4067,-122.03,2580,37938,1,58
3934,311000.0,2,1.75,1180,55321,1.0,3,8,1180,2004.0,98042,47.3329,-122.091,1480,56192,1,74
5968,724800.0,3,2.0,2050,3933,1.0,3,8,1180,2001.0,98112,47.6436,-122.303,1940,4000,1,89
1665,349950.0,5,2.0,1880,4179,1.0,3,7,940,2000.0,98118,47.5536,-122.283,1350,5150,1,63
18899,1400000.0,3,2.75,3130,19530,1.0,3,8,1690,1984.0,98008,47.5895,-122.111,2980,18782,1,68
9373,230000.0,3,1.75,1420,3000,1.0,3,5,710,2014.0,98178,47.4928,-122.274,1960,5000,1,84
18745,400000.0,3,2.5,2580,214315,1.5,3,8,2580,1986.0,98053,47.6465,-122.024,2580,70131,1,69
2095,688000.0,4,3.0,3000,4000,1.5,3,8,1970,2014.0,98144,47.5744,-122.307,1900,4000,1,102
95,905000.0,4,2.5,3300,10250,1.0,3,7,2390,1991.0,98040,47.5873,-122.249,1950,6045,1,69
8318,577500.0,2,2.5,2330,3000,2.0,3,8,2330,1994.0,98144,47.5953,-122.294,1760,4000,1,100
8775,1800000.0,3,3.0,2790,13295,2.0,4,10,2370,1989.0,98006,47.5466,-122.197,3140,11949,1,82
15602,797000.0,3,2.5,1370,1911,2.0,3,9,1370,2011.0,98109,47.6375,-122.354,1630,2090,1,108
19602,451000.0,2,1.0,900,6000,1.0,3,7,900,2004.0,98115,47.6855,-122.289,1460,4800,1,71
9544,1800000.0,5,3.25,5270,17232,2.0,3,10,4010,2003.0,98040,47.5536,-122.228,3550,13917,1,38
9539,417000.0,2,1.0,920,6600,1.0,3,6,920,2003.0,98118,47.5452,-122.27,1510,5944,1,96
8427,302100.0,3,1.0,1790,6120,1.0,3,6,1790,1964.0,98146,47.508,-122.337,830,6120,1,78
20041,434900.0,3,2.0,1520,5040,2.0,3,7,1520,2006.0,98177,47.777,-122.362,1860,8710,1,38
5755,1100000.0,4,3.25,3190,11774,2.0,3,8,2610,1991.0,98178,47.5033,-122.225,2240,8725,1,59
10080,840000.0,3,2.0,2783,11177,2.0,3,8,2783,1999.0,98126,47.538,-122.38,1730,8018,1,105
2742,404000.0,3,1.75,1410,15210,1.0,3,7,1410,2014.0,98166,47.4181,-122.339,1970,16290,1,65
14262,1100000.0,5,2.25,4320,7620,2.0,3,7,2880,2014.0,98115,47.6824,-122.287,1880,7620,1,42
18106,865000.0,3,3.75,3830,219106,2.0,3,9,3830,1999.0,98027,47.5432,-121.952,2440,219106,1,38
2460,703000.0,3,2.0,1360,5980,1.5,3,8,1360,2008.0,98116,47.5852,-122.388,1520,4440,1,70
4909,455000.0,4,2.0,2380,4500,1.5,3,6,1470,2014.0,98118,47.5652,-122.281,1300,4500,1,89
9027,667000.0,3,2.75,2216,31215,1.0,3,9,2216,2005.0,98092,47.3164,-122.199,2216,30048,1,47
1750,480000.0,6,3.75,2940,5054,2.0,3,7,2940,2003.0,98146,47.5122,-122.385,1530,5320,1,73
8594,279000.0,4,2.0,1980,10051,1.0,3,7,1980,2003.0,98092,47.3231,-122.103,1520,10125,1,46
890,1010000.0,4,1.0,1820,5400,1.5,3,8,1820,2014.0,98102,47.6476,-122.318,1820,5400,1,92
1913,577000.0,2,1.75,1620,4879,1.0,3,7,1040,2011.0,98116,47.5703,-122.385,1500,5000,1,91
14709,797000.0,4,2.75,2650,8610,2.0,3,8,2650,2007.0,98008,47.6155,-122.121,1680,8316,1,56
6455,313300.0,2,1.0,970,4800,1.0,3,6,970,1940.0,98116,47.5754,-122.414,1180,5900,1,104
1347,450000.0,4,1.0,2000,4676,1.5,3,7,1250,1986.0,98118,47.5529,-122.268,1140,4676,1,99
11547,808250.0,3,2.0,1750,2640,1.0,3,8,1010,2005.0,98119,47.6419,-122.368,1750,4560,1,101
1927,490000.0,3,2.0,1450,2400,1.5,3,8,1450,2003.0,98107,47.6726,-122.381,1450,4275,1,115
4413,299950.0,3,1.0,1410,81021,1.0,3,7,1410,1981.0,98058,47.4303,-122.067,2000,81021,1,66
8475,799990.0,4,3.5,2540,5808,2.0,5,8,1820,1986.0,98117,47.6857,-122.376,1520,5461,1,105
5742,800000.0,4,3.75,2690,4000,2.0,4,9,2120,1989.0,98119,47.6418,-122.372,2830,4000,1,106
3582,1600000.0,4,4.5,3780,6000,2.0,4,11,2770,1977.0,98116,47.5922,-122.388,2660,6000,1,105
5736,629000.0,5,2.0,2050,3000,1.5,3,7,1470,1984.0,98103,47.6864,-122.352,1560,4500,1,103
14870,750000.0,2,2.0,2180,21392,2.0,3,8,2180,1979.0,98034,47.7162,-122.246,2890,22000,1,81
3985,1500000.0,4,3.25,3070,10375,2.0,3,10,2180,2005.0,98004,47.5862,-122.198,2500,11194,1,53
16487,335000.0,2,1.0,1510,3844,1.0,4,7,1510,1970.0,98133,47.7038,-122.348,1170,3844,1,92
9545,408000.0,5,3.25,2820,6589,1.5,3,7,2320,2014.0,98118,47.5357,-122.273,1560,5647,1,109
16707,685000.0,4,2.25,3133,16197,2.0,3,9,2533,2010.0,98166,47.4255,-122.338,3090,15588,1,50
18707,1230000.0,4,2.5,3120,49456,2.0,4,9,2590,1989.0,98198,47.3535,-122.323,2030,32181,1,41
1877,835000.0,3,1.75,1490,3840,2.0,3,8,1490,2014.0,98033,47.6916,-122.214,3450,8500,1,31
15124,370000.0,3,2.0,1860,9100,1.5,3,8,1860,2006.0,98155,47.7522,-122.304,1620,9519,1,76
1502,1100000.0,5,2.5,3890,27311,2.0,3,10,3890,1990.0,98177,47.7291,-122.363,3160,22641,1,65
15737,540000.0,7,5.75,3700,7647,2.0,3,8,3700,1984.0,98155,47.7393,-122.289,2510,7479,1,67
3553,402500.0,4,2.0,1650,3504,1.0,3,7,760,2013.0,98144,47.5803,-122.294,1480,3504,1,64
1253,600000.0,2,2.5,2410,102366,1.0,4,7,1940,1989.0,98024,47.5629,-121.918,2460,310582,1,103
15678,1640000.0,3,3.5,4660,21164,2.0,3,12,4660,1990.0,98166,47.4418,-122.354,3140,24274,1,40
15034,475000.0,3,1.75,1850,26445,1.0,4,7,1850,1977.0,98010,47.3412,-122.051,2110,23280,1,53
209,464000.0,6,3.0,2300,3404,2.0,3,7,1600,1994.0,98133,47.7067,-122.343,1560,1312,1,95
5678,335000.0,3,2.0,1210,9926,1.0,4,7,1210,2015.0,98006,47.5731,-122.135,1690,9737,1,61
9286,510000.0,3,1.75,1750,7020,2.0,3,7,1750,1978.0,98010,47.3264,-122.038,1170,9546,1,81
16767,800000.0,2,2.25,1730,31491,2.0,4,7,1730,1988.0,98070,47.37300000000001,-122.464,1400,12410,1,68
11735,495000.0,4,2.0,1720,5413,2.0,3,7,1470,1980.0,98115,47.6929,-122.321,1510,5413,1,77
3520,350000.0,3,1.75,1980,273556,1.0,3,6,1040,1999.0,98042,47.4012,-122.11,2180,217799,1,59
11442,850000.0,4,3.5,2640,5900,2.0,3,8,2640,1998.0,98136,47.5421,-122.383,1700,5900,1,78
1261,614000.0,5,2.5,3150,5150,2.0,5,8,1870,2004.0,98118,47.5506,-122.269,1550,5150,1,108
2872,499000.0,2,1.0,1450,3090,2.0,3,7,1450,1987.0,98103,47.6853,-122.356,1450,4635,1,96
7241,510000.0,3,2.0,1850,9600,1.0,3,7,1850,1998.0,98011,47.7671,-122.225,1770,9600,1,47
1697,561000.0,3,2.0,2000,7000,2.0,3,7,2000,1986.0,98136,47.5452,-122.393,1840,7000,1,99
19246,320000.0,3,1.0,1260,9600,1.0,3,7,1260,1995.0,98045,47.4444,-121.762,1530,9790,1,45
17595,535000.0,4,2.5,2340,5600,2.0,3,7,2340,2013.0,98146,47.5117,-122.379,1310,5600,1,94
717,452000.0,6,2.25,2660,13579,2.0,3,7,2660,1990.0,98125,47.7142,-122.286,1120,8242,1,78
4142,330600.0,1,1.0,580,1799,1.0,3,7,580,2005.0,98117,47.6829,-122.375,1260,4000,1,107
5721,339000.0,4,2.0,2470,5080,1.5,3,6,1970,1988.0,98106,47.5308,-122.348,1060,5080,1,67
7368,250000.0,1,1.0,780,1033,1.0,3,7,780,1985.0,98122,47.6155,-122.306,1040,1319,1,93
12149,600000.0,3,1.75,1670,39639,1.0,4,8,1670,1992.0,98075,47.5929,-121.989,2330,30492,1,39
15377,424900.0,4,2.75,2950,49658,1.0,4,8,2950,1998.0,98010,47.3596,-121.922,1720,54672,1,55
3052,308000.0,2,1.0,1080,6250,1.0,4,7,1080,1968.0,98118,47.5128,-122.251,2100,6875,1,73
2173,460000.0,3,1.75,1400,2003,1.0,4,8,700,2006.0,98119,47.6508,-122.368,1370,1281,1,107
1591,1050000.0,4,2.5,2920,7200,1.0,3,8,1470,2006.0,98144,47.5947,-122.288,3210,6825,1,94
11683,1400000.0,4,3.25,2980,7000,2.0,3,10,2140,2014.0,98144,47.5933,-122.292,2200,4800,1,115
18258,968060.0,4,2.5,2620,16200,1.0,4,7,1570,1993.0,98033,47.6623,-122.196,3050,11875,1,65
16925,262500.0,2,1.5,1140,14373,1.0,3,7,1140,1996.0,98011,47.7354,-122.219,2140,9860,1,66
18043,1250000.0,4,2.25,3300,15375,1.5,3,8,2820,1984.0,98040,47.526,-122.225,3250,15375,1,82
18559,397380.0,2,1.0,1030,5072,1.0,3,6,1030,1958.0,98115,47.6962,-122.294,1220,6781,1,91
15220,450000.0,3,2.25,2450,42180,1.0,4,7,2450,2000.0,98042,47.3549,-122.111,1440,42180,1,37
9569,785950.0,4,3.0,2530,4560,1.5,3,7,1540,2014.0,98112,47.6287,-122.3,1640,4560,1,90
470,290900.0,2,2.0,1610,17600,2.0,3,6,1610,1983.0,98178,47.4855,-122.266,1310,12950,1,85
18340,545000.0,4,2.0,1700,2350,1.0,3,6,850,2014.0,98117,47.6865,-122.366,1600,4160,1,89
14065,970000.0,4,3.25,2790,5420,1.0,3,9,1130,2013.0,98177,47.7698,-122.386,2530,7200,1,52
12794,538000.0,2,1.75,1850,3060,1.0,3,7,1060,1992.0,98115,47.6821,-122.308,1850,4080,1,86
16521,460000.0,4,2.75,3460,13168,2.0,4,8,3460,1986.0,98022,47.2046,-121.996,1500,7670,1,83
1786,256000.0,2,1.0,860,5000,1.0,3,6,860,1945.0,98146,47.5133,-122.356,1220,5000,1,100
17845,430000.0,3,3.75,3890,7140,1.0,3,8,2390,2007.0,98178,47.5073,-122.239,1820,7320,1,72
15344,1050000.0,2,3.0,2330,3600,2.0,5,10,1870,1979.0,98112,47.6316,-122.282,2950,7200,1,88
851,287653.0,3,1.0,1050,16050,1.0,4,7,1050,1981.0,98038,47.3841,-122.006,1610,27600,1,55
11041,354000.0,6,3.5,3020,4500,2.0,3,7,3020,1992.0,98178,47.49800000000001,-122.225,900,6000,1,74
6027,500000.0,4,2.0,1700,8640,1.0,3,7,850,2010.0,98006,47.5774,-122.153,1620,9000,1,60
14047,397950.0,4,1.75,2120,7620,2.0,3,8,2120,2002.0,98166,47.457,-122.346,1820,7620,1,44
9650,853800.0,7,4.0,2960,2665,2.0,3,9,1950,2013.0,98144,47.5835,-122.313,1970,4410,1,88
12971,146000.0,3,1.0,900,4770,1.0,3,6,900,2009.0,98023,47.3038,-122.362,900,3480,1,46
5492,230000.0,5,2.0,1930,6120,1.5,3,6,1930,1969.0,98146,47.5073,-122.337,1130,6120,1,74
11071,450000.0,3,2.0,2320,17688,1.0,3,8,2320,1994.0,98166,47.4519,-122.363,1610,14482,1,63
14448,417000.0,3,1.5,2500,6000,1.5,5,7,1730,1984.0,98106,47.5297,-122.354,1340,5000,1,74
6890,255000.0,2,2.0,1360,5433,1.0,3,8,1360,2003.0,98198,47.3804,-122.32,1160,5264,1,41
6556,269000.0,1,1.0,1020,7920,1.0,3,7,1020,1983.0,98106,47.5385,-122.355,1000,7168,1,68
9547,1540000.0,5,3.25,2920,6960,2.0,3,9,2120,2008.0,98105,47.6712,-122.272,2470,6735,1,62
10961,595000.0,2,1.75,1280,8500,1.0,3,7,1280,2010.0,98033,47.6553,-122.19,1950,10356,1,62
4739,1490000.0,5,3.5,3620,7821,2.0,3,10,2790,2010.0,98040,47.5738,-122.215,2690,9757,1,57
11579,1190000.0,4,2.75,3020,8622,2.0,3,9,3020,2003.0,98004,47.5866,-122.201,3060,14303,1,39
5815,653000.0,3,2.0,2680,8429,1.0,4,9,1880,1991.0,98038,47.372,-122.036,1570,8640,1,65
16255,664000.0,2,1.75,1720,5785,1.0,3,6,860,2002.0,98118,47.5554,-122.274,1680,5184,1,67
7529,1320000.0,4,3.0,2120,3600,2.0,4,8,1830,1996.0,98119,47.6344,-122.369,2120,3600,1,107
19261,1520000.0,4,4.25,3650,5328,1.5,3,9,2330,2014.0,98119,47.63800000000001,-122.362,1710,3600,1,108
4406,680000.0,1,2.5,1820,3008,2.0,3,7,1090,2004.0,98103,47.6529,-122.339,1860,3420,1,105
14949,805000.0,4,2.0,1890,4500,1.5,3,7,1490,1993.0,98103,47.6684,-122.356,1640,4010,1,108
17626,957000.0,4,3.0,2370,3836,2.0,3,9,1750,2008.0,98107,47.6718,-122.394,1690,4698,1,46
13043,565000.0,4,1.5,2190,8296,2.0,3,7,2190,1963.0,98136,47.5158,-122.385,1160,8160,1,80
10298,312500.0,4,2.5,2500,11983,1.0,3,7,1320,2008.0,98058,47.4292,-122.148,1460,9005,1,31
8392,507000.0,4,2.0,1360,2746,1.5,3,7,1360,2011.0,98107,47.6736,-122.39,1960,2746,1,70
11922,1210000.0,4,2.75,3650,6982,2.0,4,9,2530,2003.0,98115,47.6756,-122.275,3140,7894,1,64
2801,478000.0,3,1.0,1280,2580,1.5,3,8,1280,2014.0,98115,47.6727,-122.32,1410,3150,1,105
3150,1510000.0,4,3.25,3660,5800,2.5,3,10,3360,1995.0,98112,47.6283,-122.312,3240,5800,1,106
18119,762400.0,3,1.75,2430,14607,1.0,3,8,1230,1970.0,98040,47.5588,-122.211,2750,17425,1,66
15431,299980.0,4,1.5,1580,10230,1.0,3,6,790,2008.0,98178,47.5002,-122.246,1130,6955,1,70
8683,1490000.0,6,2.75,4430,6440,2.0,3,10,2680,2015.0,98118,47.5462,-122.265,3530,7314,1,51
2503,285000.0,3,1.75,1840,8601,1.0,3,7,920,2014.0,98118,47.5359,-122.276,1390,7452,1,110
216,1510000.0,5,3.0,3300,33474,1.0,3,9,1870,1991.0,98040,47.5673,-122.21,3836,20953,1,58
2435,737500.0,3,1.75,2320,10900,2.0,3,7,2320,1974.0,98115,47.6877,-122.283,1610,5800,1,80
15310,599000.0,5,2.75,2730,22572,1.0,3,7,2080,1992.0,98075,47.5951,-122.037,2260,15458,1,47
18278,259000.0,3,2.0,1610,14046,2.0,3,7,1610,1988.0,98028,47.7704,-122.264,2410,9000,1,82
15141,375000.0,3,1.0,1310,8400,1.0,3,7,1310,1989.0,98034,47.7253,-122.197,1680,8000,1,43
11239,450000.0,3,2.0,1540,67756,1.0,3,7,1540,1973.0,98077,47.721,-122.078,2060,67756,1,115
11120,324950.0,4,1.75,2320,9240,1.0,3,7,1160,2014.0,98178,47.4909,-122.257,2130,7320,1,56
14862,910000.0,4,3.25,3340,10890,1.5,3,9,2240,2000.0,98052,47.6677,-122.136,2880,9794,1,52
3765,1740000.0,4,3.75,3300,4545,1.5,3,10,2600,1999.0,98105,47.6561,-122.274,3300,5000,1,89
842,428750.0,3,1.0,1620,30736,1.5,4,7,1620,1977.0,98006,47.5719,-122.119,2440,28826,1,104
1331,430000.0,4,3.75,2452,4800,2.0,3,7,2452,1994.0,98055,47.4744,-122.213,1180,4800,1,79
1276,831000.0,4,3.0,2170,4000,2.0,4,9,1610,2011.0,98112,47.6196,-122.292,1670,4000,1,33
2029,152900.0,1,1.0,900,4368,1.0,5,6,900,1950.0,98022,47.2107,-121.99,1290,5000,1,100
4472,400000.0,3,1.0,1690,6658,1.0,3,7,1690,1982.0,98133,47.7099,-122.35,1080,5925,1,73
15930,981000.0,4,2.5,2110,10100,1.0,3,8,2110,2005.0,98006,47.567,-122.151,2230,10100,1,47
